market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_bid,no_bid,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the high temp in Chicago be 90-91° on Jul 12, 2025?",Chicago,2025-07-12,between,90,91,,9.00,89.00,2025-07-11 21:01:49,87,69,NO
"Will the **high temp in Denver** be <81° on Jul 12, 2025?",Denver,2025-07-12,less,,81,,3.00,96.00,2025-07-11 21:01:46,86,57,NO
"Will the **high temp in Denver** be >88° on Jul 12, 2025?",Denver,2025-07-12,greater,,88,,3.00,96.00,2025-07-11 21:01:46,86,57,NO
"Will the **high temp in Denver** be 81-82° on Jul 12, 2025?",Denver,2025-07-12,between,81,82,,17.00,82.00,2025-07-11 21:01:46,86,57,NO
"Will the **high temp in Denver** be 83-84° on Jul 12, 2025?",Denver,2025-07-12,between,83,84,,36.00,61.00,2025-07-11 21:01:46,86,57,NO
"Will the **high temp in Denver** be 85-86° on Jul 12, 2025?",Denver,2025-07-12,between,85,86,,29.00,69.00,2025-07-11 21:01:46,86,57,YES
"Will the **high temp in Denver** be 87-88° on Jul 12, 2025?",Denver,2025-07-12,between,87,88,,10.00,88.00,2025-07-11 21:01:46,86,57,NO
"Will the **high temp in LA** be <69° on Jul 12, 2025?",Los Angeles,2025-07-12,less,,69,,0.00,96.00,2025-07-11 21:01:47,75,65,NO
"Will the **high temp in LA** be >76° on Jul 12, 2025?",Los Angeles,2025-07-12,greater,,76,,1.00,96.00,2025-07-11 21:01:47,75,65,NO
"Will the **high temp in LA** be 69-70° on Jul 12, 2025?",Los Angeles,2025-07-12,between,69,70,,9.00,90.00,2025-07-11 21:01:47,75,65,NO
"Will the **high temp in LA** be 71-72° on Jul 12, 2025?",Los Angeles,2025-07-12,between,71,72,,37.00,60.00,2025-07-11 21:01:47,75,65,NO
"Will the **high temp in LA** be 73-74° on Jul 12, 2025?",Los Angeles,2025-07-12,between,73,74,,42.00,55.00,2025-07-11 21:01:47,75,65,NO
"Will the **high temp in LA** be 75-76° on Jul 12, 2025?",Los Angeles,2025-07-12,between,75,76,,8.00,90.00,2025-07-11 21:01:47,75,65,YES
"Will the **high temp in Miami** be <85° on Jul 12, 2025?",Miami,2025-07-12,less,,85,,1.00,96.00,2025-07-11 21:01:48,92,77,NO
"Will the **high temp in Miami** be >92° on Jul 12, 2025?",Miami,2025-07-12,greater,,92,,8.00,90.00,2025-07-11 21:01:48,92,77,NO
"Will the **high temp in Miami** be 85-86° on Jul 12, 2025?",Miami,2025-07-12,between,85,86,,1.00,96.00,2025-07-11 21:01:48,92,77,NO
"Will the **high temp in Miami** be 87-88° on Jul 12, 2025?",Miami,2025-07-12,between,87,88,,11.00,88.00,2025-07-11 21:01:48,92,77,NO
"Will the **high temp in Miami** be 89-90° on Jul 12, 2025?",Miami,2025-07-12,between,89,90,,51.00,47.00,2025-07-11 21:01:48,92,77,NO
"Will the **high temp in Miami** be 91-92° on Jul 12, 2025?",Miami,2025-07-12,between,91,92,,30.00,66.00,2025-07-11 21:01:48,92,77,YES
"Will the **high temp in NYC** be <82° on Jul 12, 2025?",New York,2025-07-12,less,,82,,2.00,96.00,2025-07-11 21:01:47,83,74,NO
"Will the **high temp in NYC** be >89° on Jul 12, 2025?",New York,2025-07-12,greater,,89,,2.00,96.00,2025-07-11 21:01:47,83,74,NO
"Will the **high temp in NYC** be 82-83° on Jul 12, 2025?",New York,2025-07-12,between,82,83,,25.00,70.00,2025-07-11 21:01:47,83,74,YES
"Will the **high temp in NYC** be 84-85° on Jul 12, 2025?",New York,2025-07-12,between,84,85,,40.00,53.00,2025-07-11 21:01:47,83,74,NO
"Will the **high temp in NYC** be 86-87° on Jul 12, 2025?",New York,2025-07-12,between,86,87,,18.00,69.00,2025-07-11 21:01:47,83,74,NO
"Will the **high temp in NYC** be 88-89° on Jul 12, 2025?",New York,2025-07-12,between,88,89,,3.00,91.00,2025-07-11 21:01:47,83,74,NO
"Will the **high temp in Philadelphia** be <85° on Jul 12, 2025?",Philadelphia,2025-07-12,less,,85,,0.00,99.00,2025-07-11 21:01:49,91,74,NO
"Will the **high temp in Philadelphia** be >92° on Jul 12, 2025?",Philadelphia,2025-07-12,greater,,92,,9.00,87.00,2025-07-11 21:01:49,91,74,NO
"Will the **high temp in Philadelphia** be 85-86° on Jul 12, 2025?",Philadelphia,2025-07-12,between,85,86,,0.00,94.00,2025-07-11 21:01:49,91,74,NO
"Will the **high temp in Philadelphia** be 87-88° on Jul 12, 2025?",Philadelphia,2025-07-12,between,87,88,,17.00,82.00,2025-07-11 21:01:49,91,74,NO
"Will the **high temp in Philadelphia** be 89-90° on Jul 12, 2025?",Philadelphia,2025-07-12,between,89,90,,41.00,58.00,2025-07-11 21:01:49,91,74,NO
"Will the **high temp in Philadelphia** be 91-92° on Jul 12, 2025?",Philadelphia,2025-07-12,between,91,92,,25.00,70.00,2025-07-11 21:01:49,91,74,YES
"Will the **high temp in Austin** be <90° on Jul 11, 2025?",Austin,2025-07-11,less,,90,,1.00,86.00,2025-07-10 21:02:01,93,73,NO
"Will the **high temp in Austin** be >97° on Jul 11, 2025?",Austin,2025-07-11,greater,,97,,1.00,89.00,2025-07-10 21:02:01,93,73,NO
"Will the **high temp in Austin** be 90-91° on Jul 11, 2025?",Austin,2025-07-11,between,90,91,,9.00,80.00,2025-07-10 21:02:01,93,73,NO
"Will the **high temp in Austin** be 92-93° on Jul 11, 2025?",Austin,2025-07-11,between,92,93,,37.00,62.00,2025-07-10 21:02:01,93,73,YES
"Will the **high temp in Austin** be 94-95° on Jul 11, 2025?",Austin,2025-07-11,between,94,95,,37.00,58.00,2025-07-10 21:02:01,93,73,NO
"Will the **high temp in Austin** be 96-97° on Jul 11, 2025?",Austin,2025-07-11,between,96,97,,7.00,90.00,2025-07-10 21:02:01,93,73,NO
"Will the high temp in Chicago be <90° on Jul 11, 2025?",Chicago,2025-07-11,less,,90,,21.00,72.00,2025-07-10 21:02:03,90,69,NO
"Will the high temp in Chicago be >97° on Jul 11, 2025?",Chicago,2025-07-11,greater,,97,,1.00,95.00,2025-07-10 21:02:03,90,69,NO
"Will the high temp in Chicago be 90-91° on Jul 11, 2025?",Chicago,2025-07-11,between,90,91,,29.00,65.00,2025-07-10 21:02:04,90,69,YES
"Will the high temp in Chicago be 92-93° on Jul 11, 2025?",Chicago,2025-07-11,between,92,93,,26.00,68.00,2025-07-10 21:02:04,90,69,NO
"Will the high temp in Chicago be 94-95° on Jul 11, 2025?",Chicago,2025-07-11,between,94,95,,13.00,83.00,2025-07-10 21:02:04,90,69,NO
"Will the high temp in Chicago be 96-97° on Jul 11, 2025?",Chicago,2025-07-11,between,96,97,,2.00,97.00,2025-07-10 21:02:04,90,69,NO
"Will the **high temp in Denver** be <82° on Jul 11, 2025?",Denver,2025-07-11,less,,82,,0.00,97.00,2025-07-10 21:01:59,89,54,NO
"Will the **high temp in Denver** be >89° on Jul 11, 2025?",Denver,2025-07-11,greater,,89,,9.00,84.00,2025-07-10 21:01:59,89,54,NO
"Will the **high temp in Denver** be 82-83° on Jul 11, 2025?",Denver,2025-07-11,between,82,83,,1.00,97.00,2025-07-10 21:01:59,89,54,NO
"Will the **high temp in Denver** be 84-85° on Jul 11, 2025?",Denver,2025-07-11,between,84,85,,7.00,85.00,2025-07-10 21:01:59,89,54,NO
"Will the **high temp in Denver** be 86-87° on Jul 11, 2025?",Denver,2025-07-11,between,86,87,,36.00,55.00,2025-07-10 21:01:59,89,54,NO
"Will the **high temp in Denver** be 88-89° on Jul 11, 2025?",Denver,2025-07-11,between,88,89,,33.00,62.00,2025-07-10 21:01:59,89,54,YES
"Will the **high temp in LA** be <70° on Jul 11, 2025?",Los Angeles,2025-07-11,less,,70,,0.00,94.00,2025-07-10 21:02:00,75,63,NO
"Will the **high temp in LA** be >77° on Jul 11, 2025?",Los Angeles,2025-07-11,greater,,77,,1.00,91.00,2025-07-10 21:02:00,75,63,NO
"Will the **high temp in LA** be 70-71° on Jul 11, 2025?",Los Angeles,2025-07-11,between,70,71,,5.00,86.00,2025-07-10 21:02:00,75,63,NO
"Will the **high temp in LA** be 72-73° on Jul 11, 2025?",Los Angeles,2025-07-11,between,72,73,,30.00,63.00,2025-07-10 21:02:00,75,63,NO
"Will the **high temp in LA** be 74-75° on Jul 11, 2025?",Los Angeles,2025-07-11,between,74,75,,43.00,51.00,2025-07-10 21:02:00,75,63,YES
"Will the **high temp in LA** be 76-77° on Jul 11, 2025?",Los Angeles,2025-07-11,between,76,77,,10.00,80.00,2025-07-10 21:02:00,75,63,NO
"Will the **high temp in Miami** be <85° on Jul 11, 2025?",Miami,2025-07-11,less,,85,,0.00,97.00,2025-07-10 21:02:02,90,77,NO
"Will the **high temp in Miami** be >92° on Jul 11, 2025?",Miami,2025-07-11,greater,,92,,2.00,94.00,2025-07-10 21:02:02,90,77,NO
"Will the **high temp in Miami** be 85-86° on Jul 11, 2025?",Miami,2025-07-11,between,85,86,,1.00,96.00,2025-07-10 21:02:02,90,77,NO
"Will the **high temp in Miami** be 87-88° on Jul 11, 2025?",Miami,2025-07-11,between,87,88,,27.00,70.00,2025-07-10 21:02:02,90,77,NO
"Will the **high temp in Miami** be 89-90° on Jul 11, 2025?",Miami,2025-07-11,between,89,90,,49.00,48.00,2025-07-10 21:02:02,90,77,YES
"Will the **high temp in Miami** be 91-92° on Jul 11, 2025?",Miami,2025-07-11,between,91,92,,16.00,81.00,2025-07-10 21:02:02,90,77,NO
"Will the **high temp in NYC** be <83° on Jul 11, 2025?",New York,2025-07-11,less,,83,,16.00,79.00,2025-07-10 21:02:01,84,73,NO
"Will the **high temp in NYC** be >90° on Jul 11, 2025?",New York,2025-07-11,greater,,90,,1.00,94.00,2025-07-10 21:02:01,84,73,NO
"Will the **high temp in NYC** be 83-84° on Jul 11, 2025?",New York,2025-07-11,between,83,84,,25.00,65.00,2025-07-10 21:02:01,84,73,YES
"Will the **high temp in NYC** be 85-86° on Jul 11, 2025?",New York,2025-07-11,between,85,86,,36.00,54.00,2025-07-10 21:02:01,84,73,NO
"Will the **high temp in NYC** be 87-88° on Jul 11, 2025?",New York,2025-07-11,between,87,88,,18.00,77.00,2025-07-10 21:02:01,84,73,NO
"Will the **high temp in NYC** be 89-90° on Jul 11, 2025?",New York,2025-07-11,between,89,90,,3.00,86.00,2025-07-10 21:02:01,84,73,NO
"Will the **high temp in Philadelphia** be <85° on Jul 11, 2025?",Philadelphia,2025-07-11,less,,85,,1.00,95.00,2025-07-10 21:02:03,90,73,NO
"Will the **high temp in Philadelphia** be >92° on Jul 11, 2025?",Philadelphia,2025-07-11,greater,,92,,6.00,90.00,2025-07-10 21:02:03,90,73,NO
"Will the **high temp in Philadelphia** be 85-86° on Jul 11, 2025?",Philadelphia,2025-07-11,between,85,86,,2.00,93.00,2025-07-10 21:02:03,90,73,NO
"Will the **high temp in Philadelphia** be 87-88° on Jul 11, 2025?",Philadelphia,2025-07-11,between,87,88,,18.00,76.00,2025-07-10 21:02:03,90,73,NO
"Will the **high temp in Philadelphia** be 89-90° on Jul 11, 2025?",Philadelphia,2025-07-11,between,89,90,,36.00,58.00,2025-07-10 21:02:03,90,73,YES
"Will the **high temp in Philadelphia** be 91-92° on Jul 11, 2025?",Philadelphia,2025-07-11,between,91,92,,28.00,71.00,2025-07-10 21:02:03,90,73,NO
"Will the **high temp in Austin** be <91° on Jul 10, 2025?",Austin,2025-07-10,less,,91,,4.00,94.00,2025-07-09 21:01:54,89,68,NO
"Will the **high temp in Austin** be >98° on Jul 10, 2025?",Austin,2025-07-10,greater,,98,,2.00,92.00,2025-07-09 21:01:54,89,68,NO
"Will the **high temp in Austin** be 91-92° on Jul 10, 2025?",Austin,2025-07-10,between,91,92,,12.00,82.00,2025-07-09 21:01:54,89,68,NO
"Will the **high temp in Austin** be 93-94° on Jul 10, 2025?",Austin,2025-07-10,between,93,94,,27.00,68.00,2025-07-09 21:01:54,89,68,NO
"Will the **high temp in Austin** be 95-96° on Jul 10, 2025?",Austin,2025-07-10,between,95,96,,32.00,66.00,2025-07-09 21:01:54,89,68,NO
"Will the **high temp in Austin** be 97-98° on Jul 10, 2025?",Austin,2025-07-10,between,97,98,,11.00,83.00,2025-07-09 21:01:54,89,68,NO
"Will the high temp in Chicago be <80° on Jul 10, 2025?",Chicago,2025-07-10,less,,80,,1.00,96.00,2025-07-09 21:01:56,85,67,NO
"Will the high temp in Chicago be >87° on Jul 10, 2025?",Chicago,2025-07-10,greater,,87,,6.00,90.00,2025-07-09 21:01:56,85,67,NO
"Will the high temp in Chicago be 80-81° on Jul 10, 2025?",Chicago,2025-07-10,between,80,81,,3.00,93.00,2025-07-09 21:01:56,85,67,NO
"Will the high temp in Chicago be 82-83° on Jul 10, 2025?",Chicago,2025-07-10,between,82,83,,19.00,75.00,2025-07-09 21:01:56,85,67,NO
"Will the high temp in Chicago be 84-85° on Jul 10, 2025?",Chicago,2025-07-10,between,84,85,,37.00,57.00,2025-07-09 21:01:56,85,67,YES
"Will the high temp in Chicago be 86-87° on Jul 10, 2025?",Chicago,2025-07-10,between,86,87,,21.00,73.00,2025-07-09 21:01:56,85,67,NO
"Will the **high temp in Denver** be <90° on Jul 10, 2025?",Denver,2025-07-10,less,,90,,9.00,88.00,2025-07-09 21:01:53,91,59,NO
"Will the **high temp in Denver** be >97° on Jul 10, 2025?",Denver,2025-07-10,greater,,97,,1.00,97.00,2025-07-09 21:01:53,91,59,NO
"Will the **high temp in Denver** be 90-91° on Jul 10, 2025?",Denver,2025-07-10,between,90,91,,29.00,67.00,2025-07-09 21:01:53,91,59,YES
"Will the **high temp in Denver** be 92-93° on Jul 10, 2025?",Denver,2025-07-10,between,92,93,,35.00,59.00,2025-07-09 21:01:53,91,59,NO
"Will the **high temp in Denver** be 94-95° on Jul 10, 2025?",Denver,2025-07-10,between,94,95,,14.00,80.00,2025-07-09 21:01:53,91,59,NO
"Will the **high temp in Denver** be 96-97° on Jul 10, 2025?",Denver,2025-07-10,between,96,97,,1.00,96.00,2025-07-09 21:01:53,91,59,NO
"Will the **high temp in LA** be <73° on Jul 10, 2025?",Los Angeles,2025-07-10,less,,73,,0.00,95.00,2025-07-09 21:01:53,75,62,NO
"Will the **high temp in LA** be >80° on Jul 10, 2025?",Los Angeles,2025-07-10,greater,,80,,1.00,96.00,2025-07-09 21:01:53,75,62,NO
"Will the **high temp in LA** be 73-74° on Jul 10, 2025?",Los Angeles,2025-07-10,between,73,74,,18.00,77.00,2025-07-09 21:01:53,75,62,NO
"Will the **high temp in LA** be 75-76° on Jul 10, 2025?",Los Angeles,2025-07-10,between,75,76,,51.00,43.00,2025-07-09 21:01:53,75,62,YES
"Will the **high temp in LA** be 77-78° on Jul 10, 2025?",Los Angeles,2025-07-10,between,77,78,,21.00,75.00,2025-07-09 21:01:53,75,62,NO
"Will the **high temp in LA** be 79-80° on Jul 10, 2025?",Los Angeles,2025-07-10,between,79,80,,2.00,95.00,2025-07-09 21:01:53,75,62,NO
"Will the **high temp in Miami** be <86° on Jul 10, 2025?",Miami,2025-07-10,less,,86,,1.00,96.00,2025-07-09 21:01:55,91,77,NO
"Will the **high temp in Miami** be >93° on Jul 10, 2025?",Miami,2025-07-10,greater,,93,,1.00,95.00,2025-07-09 21:01:55,91,77,NO
"Will the **high temp in Miami** be 86-87° on Jul 10, 2025?",Miami,2025-07-10,between,86,87,,3.00,95.00,2025-07-09 21:01:55,91,77,NO
"Will the **high temp in Miami** be 88-89° on Jul 10, 2025?",Miami,2025-07-10,between,88,89,,38.00,56.00,2025-07-09 21:01:55,91,77,NO
"Will the **high temp in Miami** be 90-91° on Jul 10, 2025?",Miami,2025-07-10,between,90,91,,50.00,49.00,2025-07-09 21:01:55,91,77,YES
"Will the **high temp in Miami** be 92-93° on Jul 10, 2025?",Miami,2025-07-10,between,92,93,,4.00,90.00,2025-07-09 21:01:55,91,77,NO
"Will the **high temp in NYC** be <77° on Jul 10, 2025?",New York,2025-07-10,less,,77,,1.00,96.00,2025-07-09 21:01:54,85,70,NO
"Will the **high temp in NYC** be >84° on Jul 10, 2025?",New York,2025-07-10,greater,,84,,4.00,92.00,2025-07-09 21:01:54,85,70,NO
"Will the **high temp in NYC** be 77-78° on Jul 10, 2025?",New York,2025-07-10,between,77,78,,6.00,92.00,2025-07-09 21:01:54,85,70,NO
"Will the **high temp in NYC** be 79-80° on Jul 10, 2025?",New York,2025-07-10,between,79,80,,26.00,70.00,2025-07-09 21:01:54,85,70,NO
"Will the **high temp in NYC** be 81-82° on Jul 10, 2025?",New York,2025-07-10,between,81,82,,34.00,61.00,2025-07-09 21:01:54,85,70,NO
"Will the **high temp in NYC** be 83-84° on Jul 10, 2025?",New York,2025-07-10,between,83,84,,20.00,77.00,2025-07-09 21:01:54,85,70,NO
"Will the **high temp in Philadelphia** be <79° on Jul 10, 2025?",Philadelphia,2025-07-10,less,,79,,1.00,94.00,2025-07-09 21:01:55,86,72,NO
"Will the **high temp in Philadelphia** be >86° on Jul 10, 2025?",Philadelphia,2025-07-10,greater,,86,,5.00,90.00,2025-07-09 21:01:55,86,72,NO
"Will the **high temp in Philadelphia** be 79-80° on Jul 10, 2025?",Philadelphia,2025-07-10,between,79,80,,6.00,90.00,2025-07-09 21:01:55,86,72,NO
"Will the **high temp in Philadelphia** be 81-82° on Jul 10, 2025?",Philadelphia,2025-07-10,between,81,82,,24.00,70.00,2025-07-09 21:01:55,86,72,NO
"Will the **high temp in Philadelphia** be 83-84° on Jul 10, 2025?",Philadelphia,2025-07-10,between,83,84,,34.00,60.00,2025-07-09 21:01:55,86,72,NO
"Will the **high temp in Philadelphia** be 85-86° on Jul 10, 2025?",Philadelphia,2025-07-10,between,85,86,,14.00,80.00,2025-07-09 21:01:55,86,72,YES
"Will the **high temp in Austin** be <88° on Jul 9, 2025?",Austin,2025-07-09,less,,88,,1.00,94.00,2025-07-08 21:01:41,91,73,NO
"Will the **high temp in Austin** be >95° on Jul 9, 2025?",Austin,2025-07-09,greater,,95,,2.00,89.00,2025-07-08 21:01:41,91,73,NO
"Will the **high temp in Austin** be 88-89° on Jul 9, 2025?",Austin,2025-07-09,between,88,89,,3.00,95.00,2025-07-08 21:01:41,91,73,NO
"Will the **high temp in Austin** be 90-91° on Jul 9, 2025?",Austin,2025-07-09,between,90,91,,25.00,58.00,2025-07-08 21:01:41,91,73,YES
"Will the **high temp in Austin** be 92-93° on Jul 9, 2025?",Austin,2025-07-09,between,92,93,,37.00,50.00,2025-07-08 21:01:41,91,73,NO
"Will the **high temp in Austin** be 94-95° on Jul 9, 2025?",Austin,2025-07-09,between,94,95,,10.00,71.00,2025-07-08 21:01:41,91,73,NO
"Will the high temp in Chicago be <81° on Jul 9, 2025?",Chicago,2025-07-09,less,,81,,4.00,94.00,2025-07-08 21:01:44,85,70,NO
"Will the high temp in Chicago be >88° on Jul 9, 2025?",Chicago,2025-07-09,greater,,88,,3.00,96.00,2025-07-08 21:01:44,85,70,NO
"Will the high temp in Chicago be 81-82° on Jul 9, 2025?",Chicago,2025-07-09,between,81,82,,18.00,77.00,2025-07-08 21:01:44,85,70,NO
"Will the high temp in Chicago be 83-84° on Jul 9, 2025?",Chicago,2025-07-09,between,83,84,,35.00,64.00,2025-07-08 21:01:44,85,70,NO
"Will the high temp in Chicago be 85-86° on Jul 9, 2025?",Chicago,2025-07-09,between,85,86,,25.00,71.00,2025-07-08 21:01:44,85,70,YES
"Will the high temp in Chicago be 87-88° on Jul 9, 2025?",Chicago,2025-07-09,between,87,88,,7.00,92.00,2025-07-08 21:01:44,85,70,NO
"Will the **high temp in Denver** be <97° on Jul 9, 2025?",Denver,2025-07-09,less,,97,,2.00,94.00,2025-07-08 21:01:40,100,63,NO
"Will the **high temp in Denver** be >104° on Jul 9, 2025?",Denver,2025-07-09,greater,,104,,1.00,97.00,2025-07-08 21:01:40,100,63,NO
"Will the **high temp in Denver** be 101-102° on Jul 9, 2025?",Denver,2025-07-09,between,101,102,,31.00,66.00,2025-07-08 21:01:40,100,63,NO
"Will the **high temp in Denver** be 103-104° on Jul 9, 2025?",Denver,2025-07-09,between,103,104,,5.00,94.00,2025-07-08 21:01:40,100,63,NO
"Will the **high temp in Denver** be 97-98° on Jul 9, 2025?",Denver,2025-07-09,between,97,98,,14.00,82.00,2025-07-08 21:01:40,100,63,NO
"Will the **high temp in Denver** be 99-100° on Jul 9, 2025?",Denver,2025-07-09,between,99,100,,42.00,52.00,2025-07-08 21:01:40,100,63,YES
"Will the **high temp in LA** be <73° on Jul 9, 2025?",Los Angeles,2025-07-09,less,,73,,2.00,93.00,2025-07-08 21:01:40,75,63,NO
"Will the **high temp in LA** be >80° on Jul 9, 2025?",Los Angeles,2025-07-09,greater,,80,,1.00,96.00,2025-07-08 21:01:40,75,63,NO
"Will the **high temp in LA** be 73-74° on Jul 9, 2025?",Los Angeles,2025-07-09,between,73,74,,38.00,60.00,2025-07-08 21:01:40,75,63,NO
"Will the **high temp in LA** be 75-76° on Jul 9, 2025?",Los Angeles,2025-07-09,between,75,76,,46.00,49.00,2025-07-08 21:01:40,75,63,YES
"Will the **high temp in LA** be 77-78° on Jul 9, 2025?",Los Angeles,2025-07-09,between,77,78,,11.00,86.00,2025-07-08 21:01:40,75,63,NO
"Will the **high temp in LA** be 79-80° on Jul 9, 2025?",Los Angeles,2025-07-09,between,79,80,,2.00,95.00,2025-07-08 21:01:40,75,63,NO
"Will the **high temp in Miami** be <85° on Jul 9, 2025?",Miami,2025-07-09,less,,85,,1.00,95.00,2025-07-08 21:01:42,92,80,NO
"Will the **high temp in Miami** be >92° on Jul 9, 2025?",Miami,2025-07-09,greater,,92,,18.00,79.00,2025-07-08 21:01:42,92,80,NO
"Will the **high temp in Miami** be 85-86° on Jul 9, 2025?",Miami,2025-07-09,between,85,86,,1.00,95.00,2025-07-08 21:01:42,92,80,NO
"Will the **high temp in Miami** be 87-88° on Jul 9, 2025?",Miami,2025-07-09,between,87,88,,5.00,93.00,2025-07-08 21:01:42,92,80,NO
"Will the **high temp in Miami** be 89-90° on Jul 9, 2025?",Miami,2025-07-09,between,89,90,,25.00,71.00,2025-07-08 21:01:42,92,80,NO
"Will the **high temp in Miami** be 91-92° on Jul 9, 2025?",Miami,2025-07-09,between,91,92,,51.00,48.00,2025-07-08 21:01:42,92,80,YES
"Will the **high temp in NYC** be <84° on Jul 9, 2025?",New York,2025-07-09,less,,84,,1.00,97.00,2025-07-08 21:01:41,90,73,NO
"Will the **high temp in NYC** be >91° on Jul 9, 2025?",New York,2025-07-09,greater,,91,,5.00,94.00,2025-07-08 21:01:41,90,73,NO
"Will the **high temp in NYC** be 84-85° on Jul 9, 2025?",New York,2025-07-09,between,84,85,,3.00,95.00,2025-07-08 21:01:41,90,73,NO
"Will the **high temp in NYC** be 86-87° on Jul 9, 2025?",New York,2025-07-09,between,86,87,,32.00,67.00,2025-07-08 21:01:41,90,73,NO
"Will the **high temp in NYC** be 88-89° on Jul 9, 2025?",New York,2025-07-09,between,88,89,,38.00,59.00,2025-07-08 21:01:41,90,73,NO
"Will the **high temp in NYC** be 90-91° on Jul 9, 2025?",New York,2025-07-09,between,90,91,,19.00,79.00,2025-07-08 21:01:41,90,73,YES
"Will the **high temp in Philadelphia** be <86° on Jul 9, 2025?",Philadelphia,2025-07-09,less,,86,,1.00,98.00,2025-07-08 21:01:43,91,75,NO
